ID,Content
25,台指期 7 月 3 日開盤閃崩 500 點，當時低見 10202 點，由於期交所否認「胖手指」芭樂單，指出每筆單都是有效成交價，因此市場傳出「仙人指路」之說；事隔 24 個交易日後，台指期今 (6) 日隨著貿易戰惡化，跳空重挫 280 點開出，緊接著吸引低接買盤介入，跌勢收斂回到閃崩時的 10202 點附近盤整。美中貿易戰火升級至匯率戰，美股四大指數全面重挫，盤後美股電子盤也一路下滑，台指期今天大跳水，以 10096 點開盤，重挫 280 點、跌幅逾 2% 開出，一口氣跌破 10300、10200、10100 點，台指期在均線及 KD 指標同步出現死亡交叉後，今天跳空大跌，技術指標偏空。金融期及電子期也聯袂走跌。外資淨多單昨天僅小減 25 口，目前外資淨多單仍高達 29154 口，短線殺多氣燄大增，台指期的走空，讓上方套牢的多單無法解套，預期至 8 月台指期結算之前，台指期難有表現，就算反彈，也只能以跌深反彈視之，操作上應保守因應。
26,整體來說，中美貿易戰持續進行中，市場觀望氣氛濃厚，不過，以籌碼面來看還是偏多，明日適逢台指期結算，預期可望拉高結算。
27,台股今日大漲 108.31 點或 1.04%，收 10494.49 點，成交量 1230.55 億元，三大法人同步由賣轉買，買超 32.09 億元，其中外資終止連 6 賣，期貨也同步做多，不過鴻海仍被外資持續提款，8 月以來天天賣超，金融族群也持續遭到外資調節。台指期淨多單方面，三大法人同步增持多單，其中外資淨多單增加 1308 口，未平倉口數來到 3.43 萬口，合計三大法人今日多單增加 1860 口，淨多單口數來到 1.16 萬口。
28,美股下跌拖累亞洲股市今 (10) 日普遍表現不佳，不過，台股相對有撐，今天盤面焦點落在被動元件、生技、3 月營收成長股，尾盤更在台指期拉抬之下，加權指數翻紅續創半年新高，最高達到 10875.65 點，終場上漲 16.54 點，收在 10868.14 點，成交量為 1284.65 億元。整體來說，外資目前對台股態度仍是中性偏多，在台指期、台指選擇權持有多倉部位較高，顯示對台股後市仍有信心，尾盤在台指期拉抬之下，台股續創半年新高，且亞股今天受國際盤影響程度相對小，在國際股市干擾的陰霾消除之後，後續可望還有挑戰新高契機。整體來說，外資目前對台股態度仍是中性偏多，在台指期、台指選擇權持有多倉部位較高，顯示對台股後市仍有信心，尾盤在台指期拉抬之下，台股續創半年新高，且亞股今天受國際盤影響程度相對小，在國際股市干擾的陰霾消除之後，後續可望還有挑戰新高契機。
29,在台指期淨部位方面，三大法人淨多單增加 2753 口至 13972 口，其中，外資多單減碼超過空單減碼，淨多單減少 178 口至 44170 口。
30,台指期淨部位方面，三大法人淨多單增加 2220 口至 15420 口，其中，外資空單減碼超過多單減碼，淨多單增加 405 口至 42847 口。整體來說，雖然三大法人持續賣超台股，但外資減碼力道緩解許多，且在台指期翻多，搭配技術面，站穩季線，今天又收復 10 日線，短線格局有利多頭，不過，由於成交量萎縮，顯示現階段仍處於修正格局，量縮還是以防守為主。
31,"◇期貨市場:台指期上漲 117 點或 1.11%，收在 10622 點。電子期上漲 6.95 點或 1.67%。金融期上漲 7 點或 0.55%。非金電期上漲 35 點或 0.27%。今日外資現貨買超 143.96 億元。在期貨方面，外資偏多調整 1,329 口，累計為淨多單 45,612 口。期貨約當台幣金額，買超 28.23 億元。台指期逆價差 151.90 點，價差擴大；電子期逆價差 5.93 點，價差擴大；金融期逆價差 26.40 點，價差擴大；非金電期逆價差 174.56 點，價差擴大。週四台指期早盤開平走高，午盤過後多頭再次攻擊至當日高點 10642 後盤勢稍有拉回，終場收長紅 K 棒。以日 K 線來觀察，週四台指期多頭強力反攻，收復前兩日下跌失地，價位突破 5 日均線，下方整數關卡有強烈支撐，故建議投資人以震盪偏多看待盤勢。"
32,期貨部分，外資減碼多單 1168 口，多單未平倉口數 4.44 萬口；投信減碼空單 341 口，空單未平倉口數近 2 萬口，自營商加碼多單 745 口，多單未平倉口數 1378 口。
33,台股連 2 日演出拉尾秀，在 11 月台指期結算前夕，加權指數衝上 11656 點，距離今年高點 11668 點僅有一步之遙，不過美股道瓊指數在創歷史新高後，川普又變臉，讓今日的台指期結算，略添小小變數。只要多方控盤趨勢不變，11 月台指期多方仍穩操勝券，差異只是在結算位置。關鍵密碼為 11606、11637 與 11661 點。台指期結算，多空攻防的目標在指數，因此大型權值股與新台幣匯率的走勢，仍是盤中觀察指數是否還有衝高動能的指標。電子三王中，台積電已經率先登高，鴻海也獲得外資連 27 買的青睞，都不宜在指數挑戰新高之際關前換將。不過如出現創高之後調節賣壓，大立光與聯發科等其他權值股，則有必要扮演伏兵的腳色。或轉由金融、具資產股題材的傳產龍頭穩盤。中小型股部分，昨日在指數攻高過程中，櫃買中小型股反而出現大咖獲利下車，今日同樣需提防重演拉指數，但中小型股遭到大咖調節、換股。總之，今日在 11 月台指期結算日，需提防震盪，多空雙方都應提高警覺，綁好安全帶。(訊息僅供參考，請勿作為買賣股票之依據)
34,在台指期淨部位方面，三大法人淨多單增加 2896 口至 16282 口，其中外資多單減碼超過空單減碼，淨多單減少 3820 口至 47150 口，外資在期現貨都偏空操作，在台指期結算這天，落袋走人。整體來說，台股日 K 留上影線，也暗示要挑戰季線反壓的信心仍稍嫌不足，加上國際股市仍持續在走中美貿易的消息面，外資就趁台指期結算，獲利了結一波，短線仍是建議等待國際情勢較為明朗再行進場。
35,"◇期貨市場:台指期上漲 1 點或 0.01%，收在 10529 點。電子期下跌 2 點或 0.48%。金融期上漲 6 點或 0.47%。非金電期上漲 77 點或 0.60%。今日外資現貨賣超 31.79 億元。在期貨方面，外資偏空調整 298 口，累計為淨多單 41,161 口。期貨約當台幣金額，賣超 6.28 億元。台指期正價差 4.33 點，價差由負轉正；電子期正價差 0.62 點，價差由負轉正；金融期逆價差 0.27 點，價差縮小；非金電期逆價差 8.61 點，價差縮小。週五台指期平盤狹幅震盪，當日振幅僅 0.4%，盤中多方一度向上突破，然欲振乏力，立刻遭空方打壓回到平盤位置。終場收一星線。觀察日Ｋ，價位跌破 5 日均線，下方有 10 日及月均線支撐，但因價位依舊在季線之下，故建議投資人仍以區間震盪來看待近期行情。"
36,今日台股呈現量價齊揚格局，指數續漲創高，三大法人: 外資買超 56.1 億元，投信賣超 2.2 億元，自營商買超 21.6 億元，指數部分繼續軋空單.... 而一切攏是為了明日台指期與選擇權 4 月份將要結算，目前外資擁 60562 口淨多單，因此... 有利於明日高檔結算，但請投資朋友.. 重點要放在軋完空單... 結算後的趨勢，那才是新方向! 今日強勢股方面: 因鴻海 (2317) 股價強勢創高，也帶動集團概念股股價衝鋒，包括建漢 (3062)、台揚(2314)、正達(3149)、亞太電(3682) 等股票，全數同步漲停。其它包括普誠 (6129)，晶電(2448)，兆赫(2485)，光鋐(4956) 以及大宇資 (6111) 等股價攻漲停作收。今日台股呈現量價齊揚格局，指數續漲創高，三大法人: 外資買超 56.1 億元，投信賣超 2.2 億元，自營商買超 21.6 億元，指數部分繼續軋空單.... 而一切攏是為了明日台指期與選擇權 4 月份將要結算，目前外資擁 60562 口淨多單，因此... 有利於明日高檔結算，但請投資朋友.. 重點要放在軋完空單... 結算後的趨勢，那才是新方向! 今日強勢股方面: 因鴻海 (2317) 股價強勢創高，也帶動集團概念股股價衝鋒，包括建漢 (3062)、台揚(2314)、正達(3149)、亞太電(3682) 等股票，全數同步漲停。其它包括普誠 (6129)，晶電(2448)，兆赫(2485)，光鋐(4956) 以及大宇資 (6111) 等股價攻漲停作收。
37,"◇期貨市場:台指期上漲 216 點或 2.05%，收在 10770 點。電子期上漲 11.2 點或 2.69%。金融期上漲 18 點或 1.39%。非金電期上漲 177 點或 1.37%。今日外資現貨買超 179.55 億元。在期貨方面，外資偏多調整 8,492 口，累計為淨多單 51,115 口。期貨約當台幣金額，買超 182.92 億元。台指期逆價差 5.34 點，價差縮小；電子期逆價差 0.26 點，價差由正轉負；金融期逆價差 0.31 點，價差縮小；非金電期逆價差 2.20 點，價差縮小。週三台指期受美股強彈影響開高走高，盤中最高來到 10800，然空方於整數點位頑強抵抗，終場台指大漲 216 點。目前價位突破所有短期均線並收在季線之上，短線技術面觀察偏多，但因今日收紅主因為川普多頭喊話，因此建議投資人近期以震盪偏多觀之。"
38,指數商品再添生力軍，台灣指數公司今 (16) 日發布三檔即時指數，包含「台股期貨指數」、「發行量加權股價指數掩護性台指買權價外 5% 報酬指數」與「智慧投資多因子 30 市場中立指數」等。台指公司表示，股市期權策略系列指數經電腦計算，系統可有三種類型的指數，包括: 運用個別期貨、選擇權契約單獨或相互組合編製的期權型指數，例如「台股期貨指數」，及結合股價指數或類型的指數與期貨、選擇權契約組合做為指數成分編製的策略型指數，例如「加權指數掩護性台指買權價外 5% 報酬指數」，另外，結合股價指數與期權指數的組合型指數，例如「智慧中立指數」。台指公司表示，股市期權策略系列指數經電腦計算，系統可有三種類型的指數，包括: 運用個別期貨、選擇權契約單獨或相互組合編製的期權型指數，例如「台股期貨指數」，及結合股價指數或類型的指數與期貨、選擇權契約組合做為指數成分編製的策略型指數，例如「加權指數掩護性台指買權價外 5% 報酬指數」，另外，結合股價指數與期權指數的組合型指數，例如「智慧中立指數」。
39,台指期明 (20) 日將結算，外資重點為台股指數，而台積電持續扮演撐盤要角，今 (19) 日表現強勁，尾盤更創下新天價 315 元，帶動台股走勢，指數終場收 11656.4 點，上漲 56.62 點或 0.49%，成交量較昨日略增至 1211.96 億元。整體而言，台指期明日將結算，外資昨日加碼多單 470 餘口，目前多單共 45798 口，雖美中貿易戰協議未明，但國際貨幣寬鬆政策延續，加上選舉行情，明日仍有機會拉高結算，台股可望挑戰前波高點 11668 點。
