ID,Content
10,外資現貨賣超 58 億，期貨淨多單縮減至 41820 口。自營商選擇權淨部位，目前以賣買權為主要布局。六月選擇權籌碼呈現中性格局，賣權 OI 大於買權 OI 之差距為一萬四千餘口，賣權 OI 往下履約價作翻移退守。週選方面，買權賣權皆在其最大 OI 履約價作布局，目前多空呈現拉鋸。外資現貨賣超 58 億，期貨淨多單縮減至 41820 口。自營商選擇權淨部位，目前以賣買權為主要布局。六月選擇權籌碼呈現中性格局，賣權 OI 大於買權 OI 之差距為一萬四千餘口，賣權 OI 往下履約價作翻移退守。週選方面，買權賣權皆在其最大 OI 履約價作布局，目前多空呈現拉鋸。
11,期貨走勢台指期週一上漲 26 點至 10227 點。價差方面，台指期逆價差縮至 - 23.28 點，電子期逆價差縮至 - 1.27 點，金融期正價差縮至 0.16 點。現貨部分，三大法人賣超 94.81 億元；而在台指期淨部位方面，三大法人淨多單增加 29 口至 24748 口，其中外資多單減碼且空單加碼，淨多單減少 1092 口至 55108 口；十大交易人中的特定法人全月份台指期淨多單減少 763 口至 24837 口。選擇權分析選擇權從成交量來觀察，買權集中在 10300 點，賣權集中在 10000 點。選擇權未平倉量部分，買權未平倉最大量集中在 10500 點，賣權未平倉最大量集中在 10000 點。全月份未平倉量 put/call ratio 值由 1.27 升至 1.29，大於中性值 1，反應籌碼面為偏多架構。買權平均隱含波動率由 11.75% 升至 12.35%，賣權平均隱含波動率由 15.83% 升至 16.38%，買賣權皆升。選擇權部位整體來看顯示為中性格局。   (永豐期貨研調)選擇權從成交量來觀察，買權集中在 10300 點，賣權集中在 10000 點。選擇權未平倉量部分，買權未平倉最大量集中在 10500 點，賣權未平倉最大量集中在 10000 點。全月份未平倉量 put/call ratio 值由 1.27 升至 1.29，大於中性值 1，反應籌碼面為偏多架構。買權平均隱含波動率由 11.75% 升至 12.35%，賣權平均隱含波動率由 15.83% 升至 16.38%，買賣權皆升。選擇權部位整體來看顯示為中性格局。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
12,美股近期不斷的反覆創高，但中美貿易談判的陰霾仍在，可是這也只是短線上的影響罷了，只要全球資金都是寬鬆的，行情就不會結束。儘管筆者認為短線會震盪，但無礙長線行情。因應之道就是少做高風險資產如期貨、選擇權，若真的要操作，就是儘量做短一點。至於穩健型的股票或投資工具，就以長線為主，像是股票 (長線型)、ETF、權值股均屬之。自然可以在這波行情中安全的獲利，祝大家操作順利。美股近期不斷的反覆創高，但中美貿易談判的陰霾仍在，可是這也只是短線上的影響罷了，只要全球資金都是寬鬆的，行情就不會結束。儘管筆者認為短線會震盪，但無礙長線行情。因應之道就是少做高風險資產如期貨、選擇權，若真的要操作，就是儘量做短一點。至於穩健型的股票或投資工具，就以長線為主，像是股票 (長線型)、ETF、權值股均屬之。自然可以在這波行情中安全的獲利，祝大家操作順利。
13,外資現貨賣超 139 億，期貨淨多單大減至 50008 口。自營商選擇權淨部位，今日以賣買權和買賣權作增量。五月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為五萬九千餘口，賣權 OI 往下履約價作翻移退守。週選方面，買權 OI 增量明顯大增，目前上檔壓力呈現。外資現貨賣超 139 億，期貨淨多單大減至 50008 口。自營商選擇權淨部位，今日以賣買權和買賣權作增量。五月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為五萬九千餘口，賣權 OI 往下履約價作翻移退守。週選方面，買權 OI 增量明顯大增，目前上檔壓力呈現。
14,4 月高收益債增持油儲、運輸、汽車設備等公司；可轉債佈局生技、硬體與機器，以抗跌性較佳的券種為主；股票則進行換股調整，選擇權控制在股票的 25%-50% 間機動調整。
15,外資現貨賣超 37 億，期貨淨多單持平為 38642 口。自營商選擇權淨部位，目前仍以賣買權為主要布局。八月選擇權籌碼呈現中性偏多格局，賣權 OI 大於買權 OI 之差距為四萬七千餘口，買權 OI 增量不增反減，賣權 OI 持續往上履約價作增量布局，目前下檔支撐築起。外資現貨賣超 37 億，期貨淨多單持平為 38642 口。自營商選擇權淨部位，目前仍以賣買權為主要布局。八月選擇權籌碼呈現中性偏多格局，賣權 OI 大於買權 OI 之差距為四萬七千餘口，買權 OI 增量不增反減，賣權 OI 持續往上履約價作增量布局，目前下檔支撐築起。
16,期貨走勢台指期週一下跌 9 點至 10332 點。價差方面，台指期轉為逆價差 - 2.13 點，電子期正價差縮至 0.1 點，金融期轉為逆價差 - 0.02 點。現貨部分，三大法人賣超 57.79 億元；而在台指期淨部位方面，三大法人淨多單增加 793 口至 10724 口，其中外資多單減碼且空單加碼，淨多單減少 1199 口至 44168 口；十大交易人中的特定法人全月份台指期淨多單減少 4244 口至 10337 口。選擇權分析週選擇權 OI 最大量支撐壓力區由 10300~10500 縮窄至 10300~10450 點，顯示上檔壓力區下移。全月份未平倉量 put/call ratio 值由 1.1 降至 1.07。VIX 指數下降 0.09 至 16.12。整體選擇權部位呈現中性架構。   (永豐期貨研調)週選擇權 OI 最大量支撐壓力區由 10300~10500 縮窄至 10300~10450 點，顯示上檔壓力區下移。全月份未平倉量 put/call ratio 值由 1.1 降至 1.07。VIX 指數下降 0.09 至 16.12。整體選擇權部位呈現中性架構。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
17,期貨走勢台指期週三上漲 1 點至 10591 點。價差方面，台指期逆價差擴至 - 24.66 點，電子期逆價差縮至 - 0.65 點，金融期轉為逆價差 - 4.33 點。現貨部分，三大法人賣超 2.95 億元；而在台指期淨部位方面，三大法人淨多單增加 1559 口至 15640 口，其中外資空單減碼超過多單減碼，淨多單增加 563 口至 47698 口；十大交易人中的特定法人全月份台指期淨多單增加 2012 口至 10190 口。週二美國股市震盪後收黑，終止連六日走揚的紀錄，週三日韓股市開盤後呈狹幅震盪，台股也於 10600 點震盪整理，由於香港反送中遊行恐衝擊相關金融業，在金融股走低加上陸股開低走低影響投資人追價信心下，台股早盤表現相對疲弱，不過午盤後資金湧入台積電、鴻海、台化、南亞等權值股，推升指數再度站上 10600 大關，終場加權指數小漲 7.9 點或 0.07%，收在 10615.66 點，成交量能減少 222.73 億至 1008.87 億。整體而言，今天適逢週選擇權結算，加上國際股市都出現漲多後的降溫跡象，讓台股今日未能接續前兩日強漲態勢呈現平盤震盪格局，基於短線上國際股市有強漲後歇息的跡象，加上上方臨近季線反壓，短線上建議仍先觀望後續國際情勢以及上方季線反壓能否有效站上。選擇權分析選擇權未平倉量部分，買權未平倉最大量維持在 10700 點，賣權未平倉最大量由 10300 上移至 10500 點，顯示下檔支撐上移。全月份未平倉量 put/call ratio 值由 1.15 升至 1.16，VIX 指數下降至 14.14，已連續五天走低。整體而言，多項選擇權籌碼指標較有利多方。   (永豐期貨研調)選擇權未平倉量部分，買權未平倉最大量維持在 10700 點，賣權未平倉最大量由 10300 上移至 10500 點，顯示下檔支撐上移。全月份未平倉量 put/call ratio 值由 1.15 升至 1.16，VIX 指數下降至 14.14，已連續五天走低。整體而言，多項選擇權籌碼指標較有利多方。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
18,陳婉娥回憶：「有一次，我在火力發電廠設立的討論現場。社區原本強烈反彈，但到了當天，有些居民已經放棄，開始討論回饋金。這讓我感觸很深，社區要蓋一座大型能源設施，民眾卻是最後一秒才知道，毫無選擇權，最後只能無奈地轉向要求補償。」
19,外資現貨買超 48 億，期貨淨多單略增至 65794 口。自營商選擇權淨部位，目前以賣賣權為主要布局。三月選擇權籌碼呈現中性偏多格局，賣權 OI 大於買權 OI 之差距為三萬八千餘口，買權賣權 OI 增量相當。週選方面，賣權 OI 增量呈現積極，目前多方再度往上表態。外資現貨買超 48 億，期貨淨多單略增至 65794 口。自營商選擇權淨部位，目前以賣賣權為主要布局。三月選擇權籌碼呈現中性偏多格局，賣權 OI 大於買權 OI 之差距為三萬八千餘口，買權賣權 OI 增量相當。週選方面，賣權 OI 增量呈現積極，目前多方再度往上表態。綜合以上，外資期現貨同步作多，自營商選擇權中性偏多格局，月、週選偏多不變，整體籌碼面偏多格局。技術面台股連日呈現量價齊揚格局，目前在各均線持續多頭排列下，台股仍屬震盪偏多格局。
20,期貨走勢台指期週一上漲 3 點至 10439 點。價差方面，台指期逆價差縮至 - 33.36 點，電子期逆價差縮至 - 1.31 點，金融期逆價差縮至 - 2.74 點。現貨部分，三大法人賣超 32.46 億元；而在台指期淨部位方面，三大法人淨多單減少 543 口至 11062 口，其中外資空單加碼超過多單加碼，淨多單減少 432 口至 33931 口；十大交易人中的特定法人全月份台指期淨多單增加 1223 口至 12286 口。選擇權分析選擇權從成交量來觀察，買權集中在 10500 點，賣權集中在 10200 點。選擇權未平倉量部分，買權未平倉最大量集中在 10900 點，賣權未平倉最大量集中在 10200 點。全月份未平倉量 put/call ratio 值由 1.09 升至 1.12。買權平均隱含波動率由 13.25% 升至 13.77%，賣權平均隱含波動率由 17.35% 降至 17.31%，買權升賣權降。選擇權部位整體來看顯示為中性格局。   (永豐期貨研調)選擇權從成交量來觀察，買權集中在 10500 點，賣權集中在 10200 點。選擇權未平倉量部分，買權未平倉最大量集中在 10900 點，賣權未平倉最大量集中在 10200 點。全月份未平倉量 put/call ratio 值由 1.09 升至 1.12。買權平均隱含波動率由 13.25% 升至 13.77%，賣權平均隱含波動率由 17.35% 降至 17.31%，買權升賣權降。選擇權部位整體來看顯示為中性格局。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
21,期貨走勢台指期週四下跌 92 點至 10644 點。價差方面，台指期逆價差縮至 - 87.75 點，電子期逆價差擴至 - 2.49 點，金融期逆價差擴至 - 20.56 點。現貨部分，三大法人賣超 154.89 億元；而在台指期淨部位方面，三大法人淨多單減少 3771 口至 6256 口，其中外資多單減碼且空單加碼，淨多單減少 4844 口至 32563 口；十大交易人中的特定法人全月份台指期淨多單減少 779 口至 4760 口。週四凌晨 Fed 公布最新利率決議，利率如市場預期降息一碼，但其中兩票反對票是支持不降息，加上鮑威爾強調經濟尚未出現問題，此次降息只是預防性而非啟動降息循環，讓市場對未來降息期待大幅落空，美元強彈而美股重挫，台指期夜盤跌幅高達 1.1%，亞洲股市早盤全數跳低開出，台股開盤急殺後雖然有買盤進駐鴻海、大立光等權值股收斂部分跌幅，但指數臨近開盤價追價力道就有所減緩，使指數 10 點後再度下挫擴大跌幅，終場加權指數下跌 0.85% 收在 10731.75 點。整體而言，國際股市重挫拖累加權指數連五收跌，技術面有頭部成形疑慮，加上美股多頭格局也已鬆動，建議投資人後續要提高風險意識。選擇權分析週選擇權 OI 最大量支撐壓力區落在 10700~10850 點，尤其 10800、10850 的 Call 未平倉都大增 1 萬口以上，顯示上檔反壓相對較重。全月份未平倉量 put/call ratio 值由 1.13 降至 1.09。而今日外資和自營商都擴大 Buy put 的淨部位。整體而言，從各項選擇權籌碼面顯示未來行情較不利多方上攻。   (永豐期貨研調)週選擇權 OI 最大量支撐壓力區落在 10700~10850 點，尤其 10800、10850 的 Call 未平倉都大增 1 萬口以上，顯示上檔反壓相對較重。全月份未平倉量 put/call ratio 值由 1.13 降至 1.09。而今日外資和自營商都擴大 Buy put 的淨部位。整體而言，從各項選擇權籌碼面顯示未來行情較不利多方上攻。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
22,期貨走勢台指期週四上漲 41 點至 9860 點。價差方面，台指期逆價差縮至 - 17.12 點，電子期逆價差縮至 - 0.53 點，金融期轉為逆價差 - 2.41 點。現貨部分，三大法人買超 23.86 億元；而在台指期淨部位方面，三大法人淨多單增加 4544 口至 26740 口，其中外資多單加碼且空單減碼，淨多單增加 3442 口至 51696 口；十大交易人中的特定法人全月份台指期淨多單增加 1737 口至 23807 口。選擇權分析週選擇權未平倉最大量支撐壓力區由昨日 9300~10000 縮至 9600~10000 點。全月份未平倉量 put/call ratio 值由 1.32 降至 1.29，籌碼面偏多架構略為降溫。買權平均隱含波動率由 11.91% 降至 11.53%，賣權平均隱含波動率由 15.83% 降至 15.21%，買賣權皆降，而 VIX 指數下降 0.58 至 14.47，創 2018 年 10 月 3 日以來新低，整體顯示選擇權市場氛圍樂觀。   (永豐期貨研調)週選擇權未平倉最大量支撐壓力區由昨日 9300~10000 縮至 9600~10000 點。全月份未平倉量 put/call ratio 值由 1.32 降至 1.29，籌碼面偏多架構略為降溫。買權平均隱含波動率由 11.91% 降至 11.53%，賣權平均隱含波動率由 15.83% 降至 15.21%，買賣權皆降，而 VIX 指數下降 0.58 至 14.47，創 2018 年 10 月 3 日以來新低，整體顯示選擇權市場氛圍樂觀。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
