ID,Content
10,週三，投資人密切注意貿易發展。盤前交易中，美國指數期貨走勢震盪。台北時間 20:00 道瓊指數下跌約 140 點。
11,"籌碼面部分，外資現貨賣超 70 億，期貨增加 1,600 口，淨多單升至 5.3 萬口，大額交易人與特定法人合計買進 7,340 口。週選支撐與壓力落於 10,250 至 10,350 之間，P/C Ratio 升至 1.24，整體籌碼中性偏多看待。◆ 選擇權分析"
12,"對銅需求的擔憂再次浮上枱面，蓋過了對智利礦山供應的憂慮，造成銅價出現近 6 週以來最大的跌幅。
倫敦金屬交易所 (LME) 指標期銅，在最後一輪公開叫價中下跌 1.9%，報每噸 5797 美元，為一週低點，創下 8 月 2 日以來最大單日跌幅。影響所及，上海市場 1 日開盤後，銅價也下挫約 1%。
昨 (31 日) 公布的中國製造業數據不及預期，加劇了人們對用於發電和建築的金屬銅需求的擔憂。中國約占全球銅需求量的一半，估計今年約為 2400 萬噸。
與美國曠日持久的貿易衝突，已造成中國經濟增長降溫，打壓金屬價格，近期雖有進展，但市場對北京與華盛頓能達成全面貿易協議抱持懷疑，外加商業投資疲軟可能蔓延到消費者的跡象，共同帶來市場悲觀情緒。
芝加哥經紀公司 Zaner Group 資深副總裁 Peter Thomas 表示，對整體經濟的擔憂再次浮現，一系列政治和消費問題也在宏觀前景中有所體現，這些因素合在一起打擊市場。
德國商業銀行大宗商品研究主管 Eugen Weinberg 表示，中國的數據並不樂觀，人們希望政府能夠開始採取刺激措施，因為市場情緒很薄弱。
中國 10 月製造業活動連續 6 個月萎縮，降幅超過預期，同時服務業增長放緩，因企業正面臨著近 30 年來最慢經濟增速。
此外，全球最大銅生產國智利的礦山和港口，因全國抗議活動遭遇停工。供應中斷原應是銅價利多，但週四地緣政治和經濟問題的影響仍主導市場。"
13,板塊方面，內銀、內房、本地地產、基建、澳門愽彩、手機設備表現較好。做空方面，佔大市成交又回落至約 13.8%。牛熊證街貨最新比例為 46:54，現價上下各 1000 點區間的牛熊比例為 32:68。重貨區方面，熊證仍在 27000-27099，牛證則上移至 26400-26499。恆指期貨夜市收報 26764 點，上升 5 點，低水 34 點。港股 ADR 下跌 69 點，相等於恆指 26727 點。
14,外資現貨買超 92 億，期貨淨多單大增至 47261 口。自營商選擇權淨部位，今日以買買權和賣賣權作增量。六月選擇權籌碼呈現中性格局，賣權 OI 大於買權 OI 之差距為八千餘口，買權 OI 往上履約價作翻移退守。週選方面，賣權 OI 轉作大於買權，目前下檔支撐墊高。外資現貨買超 92 億，期貨淨多單大增至 47261 口。自營商選擇權淨部位，今日以買買權和賣賣權作增量。六月選擇權籌碼呈現中性格局，賣權 OI 大於買權 OI 之差距為八千餘口，買權 OI 往上履約價作翻移退守。週選方面，賣權 OI 轉作大於買權，目前下檔支撐墊高。
15,期貨走勢台指期週二上漲 8 點至 10340 點。價差方面，台指期轉為正價差 27.69 點，電子期正價差擴至 1.43 點，金融期轉為正價差 2.62 點。現貨部分，三大法人賣超 39.27 億元；而在台指期淨部位方面，三大法人淨多單減少 1231 口至 9493 口，其中外資多單減碼且空單加碼，淨多單減少 1424 口至 42744 口；十大交易人中的特定法人全月份台指期淨多單增加 827 口至 11164 口。選擇權分析選擇權從成交量來觀察，買權集中在 10500 點，賣權集中在 10200 點。選擇權未平倉量部分，買權未平倉最大量集中在 10700 點，賣權未平倉最大量集中在 10300 點。全月份未平倉量 put/call ratio 值維持 1.07，大於中性值 1，反應籌碼面為偏多架構。買權平均隱含波動率由 13.23% 升至 13.59%，賣權平均隱含波動率由 16.08% 升至 16.14%，買賣權皆升。選擇權部位整體來看顯示為中性格局。   (永豐期貨研調)選擇權從成交量來觀察，買權集中在 10500 點，賣權集中在 10200 點。選擇權未平倉量部分，買權未平倉最大量集中在 10700 點，賣權未平倉最大量集中在 10300 點。全月份未平倉量 put/call ratio 值維持 1.07，大於中性值 1，反應籌碼面為偏多架構。買權平均隱含波動率由 13.23% 升至 13.59%，賣權平均隱含波動率由 16.08% 升至 16.14%，買賣權皆升。選擇權部位整體來看顯示為中性格局。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
16,"由於對亞洲的出口成長，美國 2018 年牛肉出口飆升至歷史最高水平，但驅動成長的動力並不包括中國在內。
貿易團體美國肉類出口聯合會 (USMEF) 發言人 Joe Schuele 表示，「我們才剛在 2017 年年中重新進入中國市場，不過一年之後我們又遇到了更高的關稅稅率，」
Joe Schuele 說道，「 中國仍然是全球成長最快的牛肉市場，我們覺得那裡有很大的潛力，但是很多障礙使它目前不能成為我們的主要市場。」
中國長達 14 年的美國牛肉進口禁令於 2017 年結束，美國牛肉產業希望它能夠吃下中國牛肉市場不斷成長的大部分市場。但到目前為止，出口一直令人失望，與北京的貿易戰更沒有助益。在 2003 年底美國發現一例狂牛症後，中國關閉了美國牛肉生產商的市場。
根據 USMEF 的統計，去年的牛肉出口額飆升至 83.3 億美元，較前一年大舉增加超過創紀錄的 10 億美元，並以美元計算成長達 15%。南韓占了成長率的一半，因為紅肉消費持續上升。
Schuele 說，「南韓絕對是塊閃亮的市場，但我們在日本、台灣、東南亞以及墨西哥等西半球市場也度過了美好的一年。」美國牛肉進入南韓的關稅稅率接近 19%，而供應市場的競爭對手，如澳洲、紐西蘭和加拿大，則面臨更高的關稅。
按數量計算，2018 年美國牛肉出口量增加 7% 至 135 萬噸，高於 2011 年的歷史最高水平。
儘管亞洲國家的消費量僅次於美國本土市場，去年美國僅向中國出口了約 6000 萬美元的牛肉。中國對美國牛肉進口的禁令導致美國失去市場，而其他主要賣家大行其道，包括澳大利亞和南美國家。
Schuele 說，「即使沒有更高的關稅，我們對中國的出口仍然只占我們全球出口的一小部分，因為我們才剛開始將產品重新引入中國。」
中國去年對美國牛肉加徵報復性關稅，稅率從 12% 提高到 37%，於 2018 年 7 月生效，使美國牛肉生產商更難在中國市場站穩腳跟。"
17,期貨走勢台指期週一上漲 74 點至 10876 點。價差方面，台指期轉為正價差 0.4 點，電子期正價差縮至 0.08 點，金融期轉為正價差 1.23 點。現貨部分，三大法人買超 74.52 億元；而在台指期淨部位方面，三大法人淨多單減少 276 口至 31098 口，其中外資空單加碼超過多單加碼，淨多單減少 1650 口至 61456 口；十大交易人中的特定法人全月份台指期淨多單增加 1184 口至 28467 口。選擇權分析全月份未平倉量 put/call ratio 值由 1.76 升至 1.8，反應籌碼面為偏多架構。雖然 OI 最大量支撐壓力區維持 10500~10900 點不變，但賣權 10800、10850 的 OI 增加幅度都在一萬口上下相對積極，VIX 指數下跌至 12.88，整體選擇權籌碼面顯示偏多格局。   (永豐期貨研調)全月份未平倉量 put/call ratio 值由 1.76 升至 1.8，反應籌碼面為偏多架構。雖然 OI 最大量支撐壓力區維持 10500~10900 點不變，但賣權 10800、10850 的 OI 增加幅度都在一萬口上下相對積極，VIX 指數下跌至 12.88，整體選擇權籌碼面顯示偏多格局。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
18,咖啡豆期貨在今年五月跌到 13 年來新低後，迫使部分農民退出生產，隨著惡劣的天氣威脅到全球最大種植國和出口國巴西的生產、價格回升，出現驚人漲勢。芝加哥 RJO 期貨高級市場策略師 Josh Graves 表示，咖啡貨貨漲幅太大、太快，現在終於拉回，短期內，已創下四年來新高的高波動率仍將維持在高檔。紐約的阿拉伯咖啡豆期貨 2019 年上漲 27%， 12 月 17 日一度高漲至每磅 1.4245 美元創下兩年來新高，隨後回跌 9% 來到每盎司 1.2965 美元。
19,期貨走勢台指期週五上漲 25 點至 10613 點。價差方面，台指期逆價差擴至 - 26.07 點，電子期逆價差擴至 - 1.04 點，金融期逆價差縮至 - 2.3 點。現貨部分，三大法人買超 29.01 億元；而在台指期淨部位方面，三大法人淨多單減少 2619 口至 29320 口，其中外資多單減碼且空單加碼，淨多單減少 4281 口至 59221 口；十大交易人中的特定法人全月份台指期淨多單減少 3135 口至 25402 口。選擇權分析週選擇權未平倉量部分，OI 最大量支撐壓力區由昨日 10500~10700 轉為 10550~10700，下檔支撐上移，不過全月份未平倉量 put/call ratio 值由 1.5 降至 1.39，主因是週買權的 OI 增加程度較強，而雖然外資仍呈現買 Call 賣 Put，但今日自營商操作方向則相反。整體選擇權籌碼面仍呈現偏多架構，但增強力道已出現放緩。   (永豐期貨研調)週選擇權未平倉量部分，OI 最大量支撐壓力區由昨日 10500~10700 轉為 10550~10700，下檔支撐上移，不過全月份未平倉量 put/call ratio 值由 1.5 降至 1.39，主因是週買權的 OI 增加程度較強，而雖然外資仍呈現買 Call 賣 Put，但今日自營商操作方向則相反。整體選擇權籌碼面仍呈現偏多架構，但增強力道已出現放緩。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
20,台股今 (12) 日由電子雙雄台積電與鴻海領軍反彈，指數開高走高，終場大漲 93.09 點，收在 11520.37 點，惟成交量縮至 1181.8 億元。三大法人方面，外資現貨連 22 買、買超 46.87 億元，惟期貨減碼淨多單 2101 口，投信則賣超 1.04 億元，自營商買超 3.26 億元，共買超 49.09 億元。其中，鴻海同樣獲外資連 22 買，共大買 56 萬張。台指期部分，外資減碼淨多單，多單未平倉口數降至 50161 口；投信回補空單 1621 口，空單未平倉口數降至 21335 口；自營商回補空單 2260 口，空單未平倉口數降至 909 口。
21,筆者身為證券及期貨雙分析師，遇過投資人的疑難雜症不少。其中不少人醉心於鑽研技術分析，這都是一種上進的表現。但在筆者來看這些研究都只停留在日線甚至小時線的級數上，但大多數的考慮層面都停留在「價」的指標上。目前所有的指標包括最普遍的 KD、MACD、RSI… 等，都是以「價」來做指標的依據。因此許多號稱能賺錢的期貨軟體，事後看都很準，但其實那都是在一個行情、波段成型後看了會很準。實際上在盤中指數跳動的當下時，他的訊號其實是會忽隱忽現的。這一秒中顯示買進，可能下一秒中又顯示賣出，這樣會參考價值嗎？投資人真該好好思考一下了！
22,美國股市於連續三天上漲後，今日受到壓力。盤前交易中，道瓊指數期貨下跌逾 160 點。
23,期貨走勢台指期週三下跌 3 點至 10520 點。價差方面，台指期逆價差縮至 - 22.7 點，電子期逆價差縮至 - 0.64 點，金融期逆價差縮至 - 0.45 點。現貨部分，三大法人賣超 11.87 億元；而在台指期淨部位方面，三大法人淨多單減少 1532 口至 24261 口，其中外資多單減碼超過空單減碼，淨多單減少 2408 口至 56391 口；十大交易人中的特定法人全月份台指期淨多單減少 2169 口至 21552 口。選擇權分析選擇權未平倉量部分，買權未平倉最大量集中在 10800 點，賣權未平倉最大量由 10200 上移至 10300 點。全月份未平倉量 put/call ratio 值由 1.23 升至 1.43，而 VIX 指數下降 0.07 至 13.35，外資在週選擇權結算後的淨部位也轉為買 Call 賣 Put。整體選擇權部位整體來看顯示為中性偏多格局。   (永豐期貨研調)選擇權未平倉量部分，買權未平倉最大量集中在 10800 點，賣權未平倉最大量由 10200 上移至 10300 點。全月份未平倉量 put/call ratio 值由 1.23 升至 1.43，而 VIX 指數下降 0.07 至 13.35，外資在週選擇權結算後的淨部位也轉為買 Call 賣 Put。整體選擇權部位整體來看顯示為中性偏多格局。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
24,美中貿易戰野火燒不盡，台股走勢也跟著上沖下洗，國票期貨仍樂觀看待台股後勢發展。股票期貨已經成為投資人，常用的避險及套利工具，不過股票期貨標的超過 200 檔，國票期貨建議，日均量超過 1 千口以上的個股期貨，是比較推薦的標的。為了活絡台灣股票期貨市場，鉅亨網舉辦為期三個月的股票期貨交易競賽，由國票期貨奪下 7 月交易成長獎，該公司也預計第四季推出促銷活動促進股票期貨交易量。由於台股近期走勢劇烈震盪，國票期貨建議投資人操作股票期貨，短線上應該偏向保守操作。
25,盤前交易中，美國指數期貨下跌約 0.2%，持續週三的下滑走勢。中美貿易關係仍為市場焦點。投資人亦等待美國公布上週初次申請失業金人數，及歐洲央行政策會議決議。
26,亞股昨日無畏美股下跌上演反彈走勢，韓股開高走高、日股由黑翻紅、陸股也一路上揚，激勵台股開低後震盪走高，再度站回季線之上，盤中漲幅雖曾收斂，但終場仍以最高點 9806 點作收，上漲 97 點，台指期結算前拉高意圖相當明顯，終場成交量回升至 1005 億元，重返千億元水準。從技術、籌碼面觀察，日、周 KD 指標持續交叉向上，且周 MACD 柱狀體可望由黑翻紅，加上外資現貨同步買超 91 億元、期貨多單同步大幅加碼 8029 口，整體部位相對偏多，有利指數短線延續波段行情，挑戰前高 9871 點，持續關注國際情勢變化與今日台指期結算、周四台積電法說的結果。亞股昨日無畏美股下跌上演反彈走勢，韓股開高走高、日股由黑翻紅、陸股也一路上揚，激勵台股開低後震盪走高，再度站回季線之上，盤中漲幅雖曾收斂，但終場仍以最高點 9806 點作收，上漲 97 點，台指期結算前拉高意圖相當明顯，終場成交量回升至 1005 億元，重返千億元水準。從技術、籌碼面觀察，日、周 KD 指標持續交叉向上，且周 MACD 柱狀體可望由黑翻紅，加上外資現貨同步買超 91 億元、期貨多單同步大幅加碼 8029 口，整體部位相對偏多，有利指數短線延續波段行情，挑戰前高 9871 點，持續關注國際情勢變化與今日台指期結算、周四台積電法說的結果。
27,期貨走勢台指期週四下跌 55 點至 10806 點。價差方面，台指期逆價差縮至 - 2.77 點，電子期逆價差縮至 - 0.12 點，金融期逆價差縮至 - 0.18 點。現貨部分，三大法人賣超 72.23 億元；而在台指期淨部位方面，三大法人淨多單減少 209 口至 32282 口，其中外資多單減碼且空單加碼，淨多單減少 1224 口至 62890 口；十大交易人中的特定法人全月份台指期淨多單減少 85 口至 24686 口。週三美股三大指數震盪後收紅，激勵亞洲股市早盤上漲開出，然而台股開高衝高臨近 10900 點關卡出現賣壓，加上新交所 A50 指數期貨在 9:45 衝高後迅速回落翻黑，衝擊投資人信心，隨著陸港股市跌幅持續擴大，台積電、大立光等權值股也由紅翻黑失手 5 日線，所幸午盤過後點數回測 10800 點附近出現承接買盤，終場加權指數開平走低下跌 59.37 或 0.55%，收在 10808.77 點。整體而言，今天由於陸港股市走跌，加上台股位階相對較高，使台股表現弱於日韓股市結束過去連七日收漲的紀錄，雖然尾盤看來 5 日線似有支撐力道，但外資期現貨偏空調節，A50 期貨截至下午 4:30 後仍有繼續下探跡象，因此投資人仍須居高思危，並密切留意國際股市後續反應。選擇權分析選擇權 OI 最大量支撐壓力區由 10200~10900 縮至 10500~10800 點。全月份未平倉量 put/call ratio 值由 2.06 降至 1.79。VIX 指數上升 0.31 點至 13.43 點。外資與自營今天都減碼買 Call 的部位，自營淨部位翻為賣 Call。整體選擇權各項指標顯示強勢偏多的籌碼面降溫，雖仍屬中性偏多架構，但基於指數位階較高，偏多操作的風險已經略微升溫。   (永豐期貨研調)選擇權 OI 最大量支撐壓力區由 10200~10900 縮至 10500~10800 點。全月份未平倉量 put/call ratio 值由 2.06 降至 1.79。VIX 指數上升 0.31 點至 13.43 點。外資與自營今天都減碼買 Call 的部位，自營淨部位翻為賣 Call。整體選擇權各項指標顯示強勢偏多的籌碼面降溫，雖仍屬中性偏多架構，但基於指數位階較高，偏多操作的風險已經略微升溫。   (永豐期貨研調)本投資研究報告由永豐期貨股份有限公司版權所有，未經授權，禁止轉載節錄。本資料內容僅供參考，客戶應審慎考量本身之需求與投資風險，本公司恕不負任何法律責任，亦不作任何保證。
28,外資現貨賣超 8 億，期貨淨多單增加至 56449 口。自營商選擇權淨部位，目前以賣買權為主要布局。二月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為六萬二千餘口，賣權 OI 增量依舊較多，目前多方下檔仍屬有撐。外資現貨賣超 8 億，期貨淨多單增加至 56449 口。自營商選擇權淨部位，目前以賣買權為主要布局。二月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為六萬二千餘口，賣權 OI 增量依舊較多，目前多方下檔仍屬有撐。綜合以上，外資期現貨中性布局，自營商選擇權中性格局，月選偏多不變，整體籌碼面偏多格局。技術面台股半年線壓力依舊有壓，目前上檔雖有影線但卻屬量縮格局，短線在 2/11 多方支撐缺口仍在下，台股震盪偏多不變。
29,群益期貨自媒體官網：https://media.capitalfutures.com.tw/index
30,週四盤前交易中，美國指數期貨下跌約 0.3%，投資人擔憂中國經濟下滑，及英國脫歐的不確定性。
31,外資現貨賣超 23 億，期貨淨多單縮減至 40187 口。自營商選擇權淨部位，目前以賣買權為主要布局。六月選擇權籌碼呈現中性格局，賣權 OI 大於買權 OI 之差距為八千餘口，賣權 OI 往下履約價作翻移退守。週選方面，買權 OI 增量明顯積極大增，目前上檔壓力呈現。外資現貨賣超 23 億，期貨淨多單縮減至 40187 口。自營商選擇權淨部位，目前以賣買權為主要布局。六月選擇權籌碼呈現中性格局，賣權 OI 大於買權 OI 之差距為八千餘口，賣權 OI 往下履約價作翻移退守。週選方面，買權 OI 增量明顯積極大增，目前上檔壓力呈現。
32,道瓊工業平均指數週四下跌逾 100 點，今日盤前交易中，美國指數期貨溫和反彈上揚。
33,盤前交易中，美國指數期貨下跌。道瓊指數下跌約 100 點。
34,群益期貨自媒體官網：https://media.capitalfutures.com.tw/index
35,金融總會邀集六大受理查詢機構，分別為銀行公會、集保結算所、期貨交易所、投信投顧公會、壽險公會及聯合徵信中心，共同組成專案小組，規劃提供民眾一站式查詢的便捷服務。
36,台股今天跳空大漲，多頭是否有機會延續到下週期貨結算？這裡要從國際股市的結構與台股技術面來做研判，重點分析如下：3. 昨天我們提示這兩天台股的表現，將是決定短線台股是攻還是繼續整理的重要時刻，今天收週線由於到昨天台股的走勢已經將上週長紅 K 線都吃掉了但成交量萎縮，所以今天若是可以留出下影線也代表週線並沒有走弱，正好今天台股出現上漲，也如預期的出現下影線，讓台股原本由維持整理的情況化解掉，在日線上也正好突破 5 日線突破 11/12 高點 11520 點，這在短線上預告了短多有機會延續到下週，且下週三的期貨結算仍有拉高的機會。近日台指期多單雖然縮減到 4.8 萬口，但摩台未平倉還有 24.7 萬口，可見外資並未在此轉空，若下週量價配合得宜，這波多頭還有機會延續到月底的摩台結算，所以台股在技術面上並未走弱，且短多還有表態的機會。3. 昨天我們提示這兩天台股的表現，將是決定短線台股是攻還是繼續整理的重要時刻，今天收週線由於到昨天台股的走勢已經將上週長紅 K 線都吃掉了但成交量萎縮，所以今天若是可以留出下影線也代表週線並沒有走弱，正好今天台股出現上漲，也如預期的出現下影線，讓台股原本由維持整理的情況化解掉，在日線上也正好突破 5 日線突破 11/12 高點 11520 點，這在短線上預告了短多有機會延續到下週，且下週三的期貨結算仍有拉高的機會。近日台指期多單雖然縮減到 4.8 萬口，但摩台未平倉還有 24.7 萬口，可見外資並未在此轉空，若下週量價配合得宜，這波多頭還有機會延續到月底的摩台結算，所以台股在技術面上並未走弱，且短多還有表態的機會。
37,鑑於美債收益率的倒掛，美聯儲降息的可能性依然很高。在美聯儲 7 月會議前，聯邦基金期貨押注美聯儲在 9 月再度降息的可能性為 76%，12 月第三次降息的可能性為 56%。而現在，截止筆者撰稿，聯邦基金期貨押注美聯儲 9 月再度降息的可能性為 100%，12 月第三次降息的可能性為 87%。值得一提的是，聯邦基金期貨押注美聯儲 9 月降息 50 個基點的可能性只有 20%。若美聯儲主席鮑威爾沒有在年會上傳遞過度鴿派的基調，也就是沒有暗示美聯儲將於 9 月降息 50 個基點，即便如此，預計市場也不會感到意外。關於美聯儲降息周期，歐洲美元合約則表現得沒有聯邦基金期貨市場那麼激進。投資者可以利用歐洲美元合約來比較不同商業銀行在未來某一特定時間的借貸成本之間的差距來衡量美聯儲降息是否被計價。基於歐洲美元期貨合約價差，預計美聯儲 9 月降息 25 個基點的概率為 100%；但年內前再降息 2 次各 25 個基點的概率僅為 24%，而預計 2020 年 6 月前再降息三次各 25 個基點的概率為 32%。
38,外資現貨買超 0.5 億，期貨淨多單略增至 58799 口。自營商選擇權淨部位，目前以賣買權為主要布局。四月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為五萬一千餘口，買權賣權 OI 增量皆無明顯表態。週選方面，買權賣權 OI 總量呈現相當，目前多空互不相讓。外資現貨買超 0.5 億，期貨淨多單略增至 58799 口。自營商選擇權淨部位，目前以賣買權為主要布局。四月選擇權籌碼呈現偏多格局，賣權 OI 大於買權 OI 之差距為五萬一千餘口，買權賣權 OI 增量皆無明顯表態。週選方面，買權賣權 OI 總量呈現相當，目前多空互不相讓。綜合以上，外資期現貨略為同步作多，自營商選擇權中性依舊，月、週選中性偏多格局，整體籌碼面中性格局。技術面台股今日依舊量縮整理格局，目前在量能未能明顯放大下，短線以區間震盪看待台股。
